0, 0.999986290932, 0, 0.999986290932
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 0.999991774559, 0, 0.999991774559
0, 0.998632848263, 0, 0.998632848263
0, 0.999975681305, 0, 0.999975681305
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 1.0, 0, 1.0
0, 0.991507530212, 0, 0.991507530212
0, 0.999982476234, 0, 0.999982476234
0, 0.999999761581, 0, 0.999999761581
0, 1.0, 0, 1.0
0, 0.99999332428, 0, 0.99999332428
0, 1.0, 0, 1.0
0, 0.999963283539, 0, 0.999963283539
0, 0.99997651577, 0, 0.99997651577
0, 0.999999761581, 0, 0.999999761581
0, 0.999999880791, 0, 0.999999880791
0, 1.0, 0, 1.0
0, 0.999999880791, 0, 0.999999880791
0, 0.999990463257, 0, 0.999990463257
0, 0.999990582466, 0, 0.999990582466
0, 0.999953866005, 0, 0.999953866005
0, 1.0, 0, 1.0
0, 0.6852440238, 0, 0.6852440238
0, 0.999992847443, 0, 0.999992847443
0, 0.505660057068, 0, 0.505660057068
0, 0.999966979027, 0, 0.999966979027
1, 0.99862241745, 1, 0.99862241745
1, 0.999999880791, 1, 0.999999880791
1, 0.999793708324, 1, 0.999793708324
1, 0.999999642372, 1, 0.999999642372
1, 0.971630871296, 1, 0.971630871296
1, 0.966177821159, 1, 0.966177821159
1, 0.999989271164, 1, 0.999989271164
1, 0.999918341637, 1, 0.999918341637
1, 0.999999880791, 1, 0.999999880791
1, 0.992573738098, 1, 0.992573738098
1, 0.999119818211, 1, 0.999119818211
1, 0.966763854027, 1, 0.966763854027
1, 0.999999523163, 1, 0.999999523163
1, 1.0, 1, 1.0
1, 0.771454334259, 1, 0.771454334259
1, 0.998405516148, 1, 0.998405516148
1, 0.995490252972, 1, 0.995490252972
1, 0.998956918716, 1, 0.998956918716
1, 0.999956130981, 1, 0.999956130981
1, 0.994718015194, 1, 0.994718015194
1, 0.999986886978, 1, 0.999986886978
1, 0.999999880791, 1, 0.999999880791
2, 0.999799907207, 2, 0.999799907207
2, 0.00931010209024, 66, 0.382207214832
2, 0.99772721529, 2, 0.99772721529
2, 0.999895691872, 2, 0.999895691872
2, 0.999998569489, 2, 0.999998569489
2, 0.999943256378, 2, 0.999943256378
2, 0.999950051308, 2, 0.999950051308
2, 0.99977439642, 2, 0.99977439642
2, 0.999584972858, 2, 0.999584972858
2, 0.998136997223, 2, 0.998136997223
2, 0.999499559402, 2, 0.999499559402
2, 0.999918818474, 2, 0.999918818474
2, 0.135011702776, 7, 0.59124392271
2, 0.880612969398, 2, 0.880612969398
2, 0.966259717941, 2, 0.966259717941
2, 0.999998211861, 2, 0.999998211861
2, 0.999952554703, 2, 0.999952554703
2, 0.99999833107, 2, 0.99999833107
2, 0.99973911047, 2, 0.99973911047
2, 0.958316266537, 2, 0.958316266537
2, 0.999915361404, 2, 0.999915361404
2, 0.999999523163, 2, 0.999999523163
2, 0.995490252972, 2, 0.995490252972
2, 0.999995350838, 2, 0.999995350838
2, 0.999985814095, 2, 0.999985814095
2, 0.392807930708, 26, 0.423910826445
2, 0.971382200718, 2, 0.971382200718
2, 0.0121535360813, 61, 0.858955740929
2, 0.0149527387694, 61, 0.422876417637
2, 0.0196087397635, 0, 0.644829452038
2, 1.0, 2, 1.0
3, 1.0, 3, 1.0
3, 0.999968528748, 3, 0.999968528748
3, 0.999743521214, 3, 0.999743521214
3, 1.0, 3, 1.0
3, 0.999999761581, 3, 0.999999761581
3, 0.999999880791, 3, 0.999999880791
3, 0.912804424763, 3, 0.912804424763
3, 0.999057233334, 3, 0.999057233334
